prefix,plausible,implausible,direct_log_prob_plausible,direct_log_prob_implausible,MetaQuestionSimple_log_prob_plausible,MetaQuestionSimple_log_prob_implausible,MetaInstruct_log_prob_plausible,MetaInstruct_log_prob_implausible,MetaQuestionComplex_log_prob_plausible,MetaQuestionComplex_log_prob_implausible
The surfer grabbed the,board,frisbee,-15.649933815002441,-17.7578125,-11.408940315246582,-13.649772644042969,-10.894901275634766,-12.628089904785156,-7.745280981063843,-9.461677551269531
The guest hung the,coat,laundry,-14.755484580993652,-21.077342987060547,-7.598919153213501,-15.517170429229736,-7.3927624225616455,-15.434817790985107,-4.9592390060424805,-10.870717525482178
The singer held the,microphone,sword,-20.752901077270508,-22.482702255249023,-12.915537357330322,-16.56757116317749,-17.63157844543457,-19.06118679046631,-7.506360769271851,-10.890132904052734
The confectioner decorated the,cake,tree,-16.95189666748047,-18.415618896484375,-16.93172264099121,-15.99172067642212,-16.706713676452637,-15.199331283569336,-11.40583610534668,-9.930959701538086
The mechanic rented the,truck,boat,-18.623371124267578,-15.196998596191406,-16.361236572265625,-11.298779964447021,-17.179819107055664,-12.374272346496582,-11.217475414276123,-6.987287998199463
The gardener cut the,grass,fish,-13.366988182067871,-13.9705171585083,-11.995760917663574,-11.292222023010254,-11.347554683685303,-12.25078296661377,-11.031239986419678,-6.525559663772583
The nurse pushed the,wheelchair,mower,-16.474597930908203,-19.831268310546875,-12.166003227233887,-16.279282093048096,-11.811519145965576,-16.19753074645996,-6.959975242614746,-11.185901641845703
The cook checked the,groceries,tire,-17.765045166015625,-17.47182846069336,-16.230921745300293,-17.281596183776855,-15.511857032775879,-16.20776653289795,-8.084295749664307,-11.842688083648682
The child found the,doll,corpse,-17.045591354370117,-18.71976661682129,-15.71381950378418,-16.273193359375,-15.083902835845947,-14.513132572174072,-10.003403186798096,-9.134022235870361
The dog fetched the,ball,tray,-12.39050579071045,-17.88974952697754,-10.181118965148926,-14.883295059204102,-9.992823600769043,-14.719419002532959,-7.196115493774414,-10.889530181884766
The cook mixed the,ingredient,paint,-9.322402954101562,-15.545557975769043,-7.74029016494751,-15.335676670074463,-8.303394317626953,-15.788966178894043,-6.244389295578003,-12.338098049163818
The footballer delivered the,kick,lecture,-19.862775802612305,-19.269193649291992,-18.77381706237793,-16.748191356658936,-18.063735008239746,-16.034413814544678,-10.258660316467285,-5.706105947494507
The singer recorded the,song,recipe,-16.637794494628906,-20.420154571533203,-14.204761981964111,-16.775983810424805,-15.792065620422363,-17.86390495300293,-10.453719139099121,-8.034018516540527
The cowboy enjoyed the,ride,snack,-13.540393829345703,-20.32502555847168,-8.954312801361084,-16.41074275970459,-7.8870954513549805,-16.347786903381348,-4.835885047912598,-9.538390159606934
The passenger pulled the,suitcase,corpse,-18.692705154418945,-21.55722999572754,-16.062039852142334,-18.624614715576172,-16.45340061187744,-18.97550392150879,-10.183480739593506,-10.628544330596924
The child enjoyed the,ride,lecture,-12.961474418640137,-15.953153610229492,-7.188798427581787,-11.892104148864746,-6.229104042053223,-10.304900646209717,-5.24172830581665,-5.5860276222229
The biker started the,motorcycle,lesson,-17.233999252319336,-18.490070343017578,-17.36629581451416,-14.86863660812378,-16.89494800567627,-14.194036483764648,-9.396064281463623,-7.790329456329346
The businessman tied the,necktie,prisoner,-19.688840866088867,-17.73114585876465,-14.675378322601318,-14.928374767303467,-14.733019828796387,-13.57380723953247,-10.613135814666748,-9.190816402435303
The footballer hit the,ball,car,-11.60883903503418,-20.176433563232422,-11.744569301605225,-18.336474418640137,-11.799108028411865,-18.251458168029785,-7.985131025314331,-10.07660961151123
The dog dug the,hole,grave,-11.403037071228027,-19.317365646362305,-6.745154857635498,-15.009193897247314,-6.308119297027588,-13.5732741355896,-5.754467010498047,-10.772545337677002
The child drew the,flower,horse,-16.930980682373047,-15.649703979492188,-13.563455581665039,-12.614192008972168,-13.01465368270874,-12.134123802185059,-8.188560962677002,-8.51170015335083
The illusionist performed the,trick,surgery,-18.951461791992188,-18.24081802368164,-15.533112525939941,-16.548076629638672,-14.72014045715332,-16.1810245513916,-10.98100471496582,-10.846602439880371
The mother decorated the,house,car,-12.104450225830078,-18.418123245239258,-9.635108947753906,-15.11103105545044,-9.11752700805664,-15.245121479034424,-7.644398212432861,-10.25233268737793
The referee moved the,ball,furniture,-13.257987976074219,-18.57305335998535,-9.990170001983643,-17.35418701171875,-10.546630382537842,-18.334190368652344,-7.710930109024048,-13.401762962341309
The truck hit the,car,bag,-17.0894832611084,-20.88402557373047,-17.18044948577881,-18.131871223449707,-17.172446250915527,-18.510703086853027,-9.8241605758667,-8.18400502204895
The pyromaniac started the,fire,computer,-21.044065475463867,-18.713388442993164,-14.246590614318848,-14.13924264907837,-14.715004920959473,-14.974890232086182,-8.91932725906372,-9.929234027862549
The driver heard the,horn,baby,-17.906211853027344,-18.199710845947266,-15.751163482666016,-16.768319129943848,-14.676536560058594,-16.223023891448975,-9.23273229598999,-9.706578731536865
The footballer passed the,ball,knife,-14.244373321533203,-18.938432693481445,-11.27070140838623,-16.158437252044678,-11.586527347564697,-16.73087787628174,-8.08695363998413,-7.115149021148682
The parent gave the,present,gun,-20.32927131652832,-19.134862899780273,-20.06334114074707,-10.980644226074219,-21.638493537902832,-12.196444511413574,-10.960080623626709,-6.902363538742065
The cobbler sewed the,shoe,parachute,-16.080589294433594,-19.86713981628418,-14.0822114944458,-15.5004301071167,-13.55652904510498,-13.438214302062988,-13.131195068359375,-9.67300796508789
The student completed the,project,marathon,-15.714753150939941,-22.381113052368164,-14.756365299224854,-16.657455444335938,-13.805850505828857,-14.723458766937256,-10.525574684143066,-9.931583404541016
The nanny heard the,baby,speech,-18.82059097290039,-18.004152297973633,-17.939034461975098,-16.931830406188965,-17.730369567871094,-16.830904006958008,-11.432883739471436,-9.49124002456665
The student drank the,beer,gasoline,-16.43966293334961,-20.399337768554688,-15.826608180999756,-14.798240184783936,-14.938745021820068,-14.807051658630371,-10.675707817077637,-8.015633583068848
The manager rented the,room,kayak,-14.136824607849121,-16.938854217529297,-13.291206359863281,-15.028124809265137,-12.750380516052246,-14.671326160430908,-6.935533046722412,-9.862429141998291
The professor wrote the,book,magazine,-14.01480484008789,-21.14100456237793,-13.643118858337402,-19.669896125793457,-13.598499298095703,-20.321415901184082,-7.999960422515869,-10.795779705047607
The singer performed the,music,trick,-17.264507293701172,-18.83808135986328,-15.529573917388916,-16.83539581298828,-15.256430625915527,-16.26171588897705,-8.898271083831787,-11.401512622833252
The investor rented the,land,bicycle,-15.34335994720459,-18.247758865356445,-11.523510932922363,-16.67934799194336,-10.58918046951294,-16.493610382080078,-6.3410961627960205,-10.534061431884766
The nanny watched the,child,landscape,-16.603221893310547,-16.629596710205078,-13.017948627471924,-11.526885509490967,-12.759829998016357,-10.260684967041016,-8.645914077758789,-6.8628599643707275
The soldier gathered the,ammunition,ball,-14.98741340637207,-16.365253448486328,-9.163901329040527,-11.772692203521729,-8.138524532318115,-11.153636932373047,-6.4548659324646,-8.16893720626831
The student heard the,lecture,command,-14.306022644042969,-19.50307273864746,-11.862864017486572,-16.371554374694824,-12.22306489944458,-17.852137565612793,-4.534276247024536,-9.397101879119873
The pupil drew the,flower,turbine,-17.626293182373047,-18.59480857849121,-14.750056266784668,-17.970182418823242,-13.89936637878418,-17.25518035888672,-7.729515314102173,-10.539883136749268
The engineer completed the,project,painting,-15.256580352783203,-19.614288330078125,-14.154721736907959,-18.76413059234619,-13.709392070770264,-18.19288444519043,-10.213029384613037,-11.582140445709229
The businessman wore the,tie,uniform,-17.562620162963867,-15.596569061279297,-15.833931922912598,-11.366261959075928,-15.113090515136719,-9.394747734069824,-11.127110958099365,-7.069180727005005
The athlete celebrated the,victory,marriage,-23.248056411743164,-21.932891845703125,-23.036800384521484,-18.55661106109619,-23.140396118164062,-18.839713096618652,-11.964945316314697,-9.149535655975342
The priest promised the,salvation,promotion,-17.92422866821289,-19.87894058227539,-15.870706558227539,-18.1919002532959,-15.466926097869873,-18.276975631713867,-9.81883192062378,-9.869194984436035
The journalist carried the,article,milk,-16.576248168945312,-19.3780460357666,-13.683441638946533,-15.840993404388428,-14.061568260192871,-14.851107597351074,-9.114667892456055,-8.541555404663086
The patient fought the,cancer,fire,-19.528656005859375,-16.48480987548828,-20.164591789245605,-12.662225723266602,-20.0922269821167,-12.483857154846191,-11.447214603424072,-9.334923267364502
The doctor helped the,woman,cook,-12.790931701660156,-20.199188232421875,-9.398827075958252,-15.420942783355713,-9.138566017150879,-14.915379524230957,-6.8846142292022705,-9.738999366760254
The housewife cleaned the,table,shoe,-15.894896507263184,-15.397793769836426,-15.142682552337646,-14.27599573135376,-14.083044528961182,-13.96661901473999,-10.358211994171143,-12.02409315109253
The priest celebrated the,marriage,graduation,-20.63408088684082,-21.9675235748291,-17.86277961730957,-20.792137145996094,-17.83591651916504,-20.25278949737549,-10.075894355773926,-10.209714889526367
The programmer used the,computer,shovel,-18.177860260009766,-18.571693420410156,-14.350303173065186,-15.57593584060669,-13.304969310760498,-13.96244192123413,-9.679020881652832,-11.762359619140625
The doctor wrote the,diagnosis,conjugation,-18.4189453125,-20.58949089050293,-17.87268352508545,-18.778400421142578,-17.611108779907227,-19.799954414367676,-10.960877895355225,-9.539186954498291
The tourist read the,map,bible,-18.42938995361328,-19.381507873535156,-16.07317876815796,-16.13302707672119,-15.353139877319336,-15.972920417785645,-9.809218406677246,-9.854838371276855
The surfer wore the,sunglasses,tie,-17.743133544921875,-17.33364486694336,-15.226075649261475,-15.80173921585083,-14.397581577301025,-15.022297859191895,-9.709481239318848,-12.169137001037598
The waiter carried the,tray,rifle,-18.177736282348633,-18.46626091003418,-14.048681735992432,-16.446171283721924,-13.967812061309814,-16.675665378570557,-10.081235885620117,-10.576934814453125
The refugee found the,shelter,doll,-17.034509658813477,-18.644058227539062,-15.95513391494751,-17.23831844329834,-14.966922760009766,-16.187658309936523,-11.529711723327637,-10.73581600189209
The teacher helped the,child,patient,-15.193604469299316,-17.195905685424805,-12.118165493011475,-9.804683208465576,-12.0971040725708,-10.529098510742188,-9.992477893829346,-7.871846675872803
The guide described the,monument,software,-20.100603103637695,-17.422407150268555,-15.79645586013794,-16.158392429351807,-14.812891006469727,-16.48960781097412,-9.431495666503906,-8.698225021362305
The player passed the,ball,exam,-14.69944953918457,-19.836400985717773,-10.764824867248535,-14.858269214630127,-10.411727905273438,-15.381006717681885,-7.50237512588501,-10.78453016281128
The fighter kicked the,opponent,television,-16.522138595581055,-19.310029983520508,-15.798043727874756,-20.41230010986328,-15.584186553955078,-20.293828010559082,-9.771312713623047,-11.952519416809082
The goalkeeper caught the,ball,fish,-13.74166488647461,-17.582504272460938,-11.899762630462646,-13.751418113708496,-12.419912815093994,-14.331295490264893,-7.852513790130615,-8.116865634918213
The mason mixed the,cement,soup,-14.178179740905762,-13.822335243225098,-11.325674057006836,-13.736587524414062,-10.9107666015625,-12.871941566467285,-9.040282726287842,-11.107056617736816
The mason fixed the,roof,bike,-16.143329620361328,-18.204116821289062,-11.744348526000977,-15.54144287109375,-10.6820650100708,-15.177739143371582,-8.286983966827393,-10.247422695159912
The waiter opened the,bottle,sarcophagus,-18.187480926513672,-16.835039138793945,-17.135950088500977,-13.912051677703857,-17.169546127319336,-13.27842664718628,-11.833762645721436,-9.594528675079346
The animal found the,food,map,-14.718539237976074,-17.520465850830078,-12.856353282928467,-13.930643558502197,-12.521229267120361,-14.272646427154541,-8.553903102874756,-10.245842456817627
The mechanic spread the,coating,chocolate,-19.689346313476562,-18.766260147094727,-16.024788856506348,-16.78385353088379,-15.639318466186523,-16.398451805114746,-10.047680377960205,-11.981969833374023
The doctor used the,stethoscope,shovel,-18.637731552124023,-17.954814910888672,-15.869661331176758,-15.950578689575195,-14.746148109436035,-14.610605239868164,-10.39344835281372,-12.454509258270264
The painter signed the,paint,agreement,-18.907270431518555,-16.620574951171875,-18.60545063018799,-14.788482189178467,-18.60537624359131,-13.44127082824707,-11.621666431427002,-11.206271648406982
The passenger passed the,check,ball,-15.027524948120117,-18.10618782043457,-15.89304780960083,-14.801424026489258,-15.54309368133545,-14.764297485351562,-10.850416660308838,-8.391765117645264
The binman collected the,trash,flower,-18.961084365844727,-18.886709213256836,-15.094366550445557,-13.174497127532959,-14.768493175506592,-12.035202980041504,-11.211856842041016,-7.55313515663147
The dog caught the,ball,wave,-14.138205528259277,-21.813825607299805,-11.760936260223389,-17.952815055847168,-11.532557010650635,-19.45674991607666,-8.328269958496094,-9.315041542053223
The skier gained the,speed,ball,-19.747562408447266,-20.7760009765625,-16.421161651611328,-15.569694519042969,-17.212791442871094,-16.447306632995605,-9.83780288696289,-8.577177047729492
The painter completed the,painting,race,-18.986629486083984,-20.614612579345703,-18.08485221862793,-18.05498695373535,-17.232558250427246,-16.158921718597412,-11.024340152740479,-11.62784719467163
The photographer examined the,camera,dog,-19.34903335571289,-16.873411178588867,-15.540263175964355,-10.508895874023438,-15.634973049163818,-10.451566219329834,-9.618991374969482,-6.515063762664795
The student read the,book,hand,-11.56375503540039,-17.368871688842773,-11.897903442382812,-14.465333461761475,-11.029490947723389,-14.853036403656006,-7.93787693977356,-8.369785785675049
The soldier fought the,enemy,cancer,-16.63568687438965,-18.077730178833008,-14.610583782196045,-18.37035369873047,-14.062535285949707,-18.598102569580078,-9.050009727478027,-11.008023262023926
The student threw the,frisbee,garbage,-19.416080474853516,-21.52212905883789,-11.932733058929443,-15.426434516906738,-11.178655624389648,-16.01639986038208,-9.16860294342041,-9.673892974853516
The employee passed the,report,rifle,-18.295881271362305,-19.601709365844727,-15.630541801452637,-20.643855094909668,-15.845090389251709,-19.90696620941162,-9.342829704284668,-11.437341690063477
The child rode the,bus,bull,-16.08416175842285,-18.324079513549805,-12.439472675323486,-16.944626808166504,-11.877431392669678,-16.03131103515625,-8.445000648498535,-11.79556941986084
The soldier released the,prisoner,film,-16.512222290039062,-19.881912231445312,-12.84440803527832,-17.761618614196777,-11.850486755371094,-17.54235076904297,-7.036716461181641,-10.703989505767822
The bodybuilder lifted the,weight,flag,-15.977679252624512,-20.097007751464844,-14.152807235717773,-17.063740730285645,-13.685792922973633,-17.579726219177246,-9.740743637084961,-10.006327629089355
The climber used the,rope,blackboard,-15.94063949584961,-17.885164260864258,-13.28943920135498,-14.215877532958984,-11.977866172790527,-13.246556758880615,-9.323732376098633,-9.119045734405518
The spectator heard the,speech,horn,-15.843881607055664,-18.34918785095215,-14.893029689788818,-17.354543685913086,-14.592520713806152,-17.75701141357422,-9.970937252044678,-11.150310039520264
The deejay mixed the,music,ingredient,-16.63461685180664,-10.220785140991211,-15.535058975219727,-10.093492031097412,-16.264732360839844,-10.059673309326172,-9.530566692352295,-6.431150674819946
The teacher explained the,exercise,tactic,-18.67428207397461,-18.910259246826172,-17.721936225891113,-17.17009162902832,-18.089248657226562,-16.32747459411621,-11.200644493103027,-11.048161506652832
The soldier dug the,trench,pool,-15.719488143920898,-16.754100799560547,-14.06826114654541,-13.582385540008545,-14.065462112426758,-13.14983081817627,-10.433713436126709,-9.521064281463623
The farmer sold the,corn,drug,-14.257574081420898,-17.346372604370117,-10.10718822479248,-16.62822914123535,-10.19980764389038,-16.48519992828369,-8.749800682067871,-11.870454788208008
The player enjoyed the,game,beer,-15.28222942352295,-20.54044532775879,-14.373396396636963,-16.14415407180786,-13.791905403137207,-15.414866924285889,-9.6819167137146,-10.133906841278076
The jockey rode the,horse,wave,-12.373425483703613,-19.507368087768555,-7.605900764465332,-14.484782695770264,-7.578484535217285,-17.54211950302124,-8.336715698242188,-9.41775894165039
The roofer climbed the,ladder,rock,-15.386404991149902,-12.025262832641602,-11.603407859802246,-10.934523582458496,-10.964900493621826,-10.278866291046143,-7.049636125564575,-7.816457509994507
The candidate celebrated the,victory,holiday,-23.911441802978516,-20.295124053955078,-23.518975257873535,-16.93561363220215,-23.110657691955566,-17.407036781311035,-10.439589023590088,-8.91011667251587
The thief grabbed the,money,banana,-12.183770179748535,-17.98126983642578,-11.600110054016113,-12.891318321228027,-11.280183792114258,-13.097819328308105,-8.044187068939209,-8.701869487762451
The child cut the,paper,tree,-14.544901847839355,-15.985777854919434,-11.668084621429443,-14.771190166473389,-11.169509410858154,-14.046843528747559,-8.781704425811768,-10.286550045013428
The scoutmaster assembled the,tent,sailboat,-18.734621047973633,-17.671401977539062,-15.85822868347168,-15.422875881195068,-15.458443641662598,-14.413043975830078,-10.427561283111572,-10.25269365310669
The cobbler fixed the,shoe,phone,-17.939250946044922,-19.738933563232422,-15.794157981872559,-12.990818977355957,-15.319761753082275,-13.378161907196045,-12.528181552886963,-8.14693307876587
The pilot won the,race,lottery,-21.247011184692383,-21.939149856567383,-19.525182723999023,-15.043716430664062,-20.041321754455566,-15.463525295257568,-11.50221872329712,-8.623389720916748
The journalist wrote the,article,song,-14.6719331741333,-18.356735229492188,-14.286706924438477,-17.68895721435547,-14.669378280639648,-18.822729110717773,-7.78523850440979,-10.347989082336426
The child grabbed the,frisbee,tyre,-16.485246658325195,-16.78250503540039,-12.159390926361084,-12.006968021392822,-11.324941158294678,-12.468008518218994,-8.925887107849121,-8.330756187438965
The grandfather told the,story,strategy,-16.389989852905273,-20.415483474731445,-14.199917793273926,-19.627138137817383,-14.82713508605957,-19.517051696777344,-10.232451438903809,-12.157965660095215
The athlete started the,match,vacuum,-19.770259857177734,-22.09134292602539,-15.671645641326904,-20.28627586364746,-15.677841186523438,-19.649803161621094,-8.80990219116211,-11.253059387207031
The burglar climbed the,wall,rock,-14.235635757446289,-12.82690143585205,-10.78175973892212,-10.017777442932129,-11.111241340637207,-9.972363471984863,-9.358886241912842,-7.864647388458252
The blacksmith poured the,metal,wine,-17.734073638916016,-15.517297744750977,-16.04573917388916,-12.575844287872314,-15.733663082122803,-12.74852991104126,-10.995111465454102,-7.437498331069946
The horse drew the,carriage,trailer,-18.439849853515625,-22.398845672607422,-17.9674072265625,-22.767447471618652,-16.876702308654785,-22.191357612609863,-10.538672924041748,-10.45146131515503
The footballer chased the,ball,toy,-13.055379867553711,-19.07206916809082,-11.707915782928467,-16.415664672851562,-11.282633304595947,-16.254563331604004,-7.9836883544921875,-12.055448532104492
The soldier heard the,command,poem,-16.77108383178711,-20.059402465820312,-17.01947593688965,-20.430012702941895,-16.91448402404785,-20.210688591003418,-9.114433765411377,-10.61840009689331
The producer released the,film,prisoner,-21.4424991607666,-23.650798797607422,-16.166295051574707,-18.666107177734375,-16.6046085357666,-17.761445999145508,-10.613599300384521,-7.708157777786255
The nurse handed the,lancet,hose,-17.990076065063477,-17.58086585998535,-14.118074893951416,-14.522496700286865,-14.6524076461792,-14.480801582336426,-10.428736209869385,-9.162935733795166
The cook flipped the,pancake,hair,-16.605819702148438,-18.0164737701416,-15.100793838500977,-19.690804481506348,-14.69305944442749,-19.085850715637207,-10.312744140625,-13.871786117553711
The champion held the,cup,guitar,-19.56415557861328,-23.5275821685791,-15.909912109375,-22.7574405670166,-15.93315601348877,-22.712434768676758,-10.429280281066895,-13.360379219055176
The pilot began the,race,performance,-20.80412483215332,-19.36903190612793,-19.604172706604004,-17.151982307434082,-20.011723518371582,-17.373674392700195,-13.134922981262207,-9.63975715637207
The sculptor taught the,art,skydiving,-13.906746864318848,-18.794097900390625,-13.502843856811523,-14.8161039352417,-13.300366878509521,-15.221336841583252,-9.344260692596436,-8.372840404510498
The snowboarder flipped the,board,bike,-13.992538452148438,-19.0895938873291,-12.45307207107544,-17.78667163848877,-12.696496486663818,-18.251413345336914,-7.529521942138672,-10.852548599243164
The housemaid washed the,floor,boat,-14.224445343017578,-15.85682487487793,-12.9389328956604,-16.102807998657227,-11.946590423583984,-15.02104663848877,-8.960243225097656,-7.775114059448242
The butcher sold the,meat,weapon,-16.913436889648438,-19.670671463012695,-14.26459264755249,-16.506205558776855,-14.995136737823486,-16.717763900756836,-11.061155319213867,-11.897829055786133
The sweeper cleaned the,street,window,-16.61833953857422,-15.145121574401855,-12.107407093048096,-10.5063796043396,-11.501935005187988,-10.06503438949585,-8.482175827026367,-8.611339569091797
The model faced the,camera,mountain,-22.23184585571289,-23.41253662109375,-16.486384391784668,-15.2753005027771,-16.623456954956055,-14.08013105392456,-10.853597640991211,-9.074270248413086
The policeman hit the,demonstrator,ball,-19.75152587890625,-16.102506637573242,-18.866847038269043,-11.308172225952148,-19.151601791381836,-11.161608695983887,-12.810140609741211,-9.062201499938965
The spectator watched the,game,bird,-15.936661720275879,-17.82107925415039,-15.551361083984375,-11.84215784072876,-15.17849588394165,-11.924062252044678,-10.618528366088867,-6.940817832946777
The archeologist examined the,epigraph,dog,-18.23963737487793,-17.090438842773438,-14.979331493377686,-12.419858455657959,-16.38039779663086,-12.153260707855225,-9.077441215515137,-7.274715423583984
The politician signed the,agreement,paint,-18.735002517700195,-20.937875747680664,-16.176417350769043,-19.978567123413086,-16.982605934143066,-20.279165267944336,-10.77437973022461,-12.135478973388672
The swimmer wore the,goggles,cloak,-20.330202102661133,-17.73780059814453,-16.725167274475098,-15.907806396484375,-15.706562995910645,-15.439984798431396,-10.4983229637146,-11.859436511993408
The customer read the,menu,music,-17.44540023803711,-20.025482177734375,-13.801274299621582,-15.26968765258789,-13.809168338775635,-16.04607057571411,-8.809049606323242,-9.867822647094727
The painter mixed the,paint,drink,-16.901981353759766,-18.33330726623535,-16.085848808288574,-16.34973430633545,-15.339856624603271,-16.57190704345703,-11.787291526794434,-10.174775123596191
The student passed the,exam,river,-14.884282112121582,-20.97576141357422,-13.080890655517578,-16.180562019348145,-12.669043064117432,-15.453576564788818,-10.979811668395996,-6.375476837158203
The mover moved the,furniture,horse,-17.268978118896484,-15.602499961853027,-15.700111865997314,-9.356791973114014,-16.137839317321777,-9.11815881729126,-12.985097885131836,-8.179293632507324
The horse moved the,cart,suitcase,-19.71068000793457,-17.85198211669922,-14.929483413696289,-16.494771003723145,-13.909122467041016,-15.074509620666504,-10.28102159500122,-9.187613010406494
The cowboy rode the,bull,bike,-18.461477279663086,-18.461477279663086,-17.119243621826172,-17.119243621826172,-16.461849212646484,-16.461849212646484,-9.609375476837158,-9.609375476837158
The musician held the,guitar,stone,-22.024459838867188,-16.859201431274414,-18.342464447021484,-13.448274612426758,-18.929372787475586,-13.147143840789795,-12.549537181854248,-7.600101947784424
The child celebrated the,birthday,victory,-19.89125633239746,-23.22995948791504,-19.25428581237793,-22.965702056884766,-18.63978385925293,-22.21076488494873,-9.479983806610107,-10.87052869796753
The carpenter grabbed the,board,ball,-13.976643562316895,-15.982514381408691,-10.165030479431152,-11.59292221069336,-9.681722164154053,-11.319622993469238,-7.937492370605469,-8.929468154907227
The botanist examined the,plant,tire,-15.351521492004395,-18.145009994506836,-11.291193008422852,-16.05072593688965,-9.969883918762207,-14.68712043762207,-6.254775285720825,-10.764147758483887
The priest taught the,bible,chemistry,-18.674928665161133,-23.870359420776367,-17.873809814453125,-20.8725528717041,-18.482394218444824,-20.770633697509766,-10.968948364257812,-8.948120594024658
The mechanic assembled the,bicycle,art,-18.90666389465332,-18.880674362182617,-16.30652618408203,-15.567891597747803,-15.86881971359253,-15.70514440536499,-10.864152908325195,-8.546055793762207
The surgeon used the,lancet,rifle,-19.768152236938477,-19.657470703125,-16.025636196136475,-17.20827579498291,-14.475338459014893,-15.628313541412354,-9.582195281982422,-10.582839965820312
The biologist used the,microscope,razor,-12.948044776916504,-18.251920700073242,-12.387714385986328,-14.099802494049072,-9.748878479003906,-12.59912395477295,-6.791940212249756,-8.69593095779419
The violinist wore the,tuxedo,helmet,-18.12127113342285,-18.082080841064453,-16.305453300476074,-14.628861904144287,-15.709537506103516,-14.332656860351562,-10.348581790924072,-9.985294818878174
The passenger bought the,ticket,table,-16.74658203125,-22.230566024780273,-16.385892868041992,-19.264704704284668,-16.648646354675293,-18.877235412597656,-11.227076053619385,-10.486622333526611
The postman delivered the,mail,punch,-17.853050231933594,-19.07956314086914,-11.713405132293701,-16.300040245056152,-12.227696418762207,-16.118356704711914,-8.495142936706543,-10.753839492797852
The sailor mopped the,deck,classroom,-18.20250701904297,-18.20040512084961,-15.736836433410645,-16.993690490722656,-14.73126220703125,-15.12861442565918,-10.340054988861084,-10.690305233001709
The guest held the,drink,camera,-21.092323303222656,-22.614612579345703,-16.82524871826172,-15.935088157653809,-18.045462608337402,-18.261048316955566,-8.959394931793213,-10.058193683624268
The student enjoyed the,beer,marriage,-20.10331153869629,-20.777250289916992,-14.60524034500122,-15.88077163696289,-14.009166240692139,-15.209736824035645,-10.35805368423462,-8.982216358184814
The fisherman caught the,fish,ball,-10.117193222045898,-15.860563278198242,-8.763890743255615,-11.428767204284668,-9.286293506622314,-11.996383666992188,-7.678115367889404,-8.136170625686646
The child chased the,toy,thief,-18.690135955810547,-17.554956436157227,-15.165399074554443,-15.50707721710205,-14.861438274383545,-14.148979187011719,-11.088678359985352,-9.126291275024414
The farmer used the,shovel,computer,-17.525114059448242,-17.970008850097656,-13.990504741668701,-13.214521884918213,-12.96488332748413,-12.73892068862915,-11.331093311309814,-9.50978136062622
The employer offered the,job,candy,-14.33479118347168,-19.679561614990234,-13.83537769317627,-18.34074115753174,-13.76533031463623,-18.835469245910645,-8.379215240478516,-10.919114112854004
The assistant helped the,cook,soldier,-19.67774772644043,-17.267383575439453,-14.55824899673462,-15.11354398727417,-13.59058666229248,-13.65903377532959,-9.601134777069092,-10.900746822357178
The child crossed the,park,river,-17.32202911376953,-14.826587677001953,-17.317578315734863,-11.796215534210205,-17.30878257751465,-11.49964427947998,-11.771982669830322,-7.415992259979248
The singer started the,concert,videogame,-19.405147552490234,-21.87069320678711,-16.38166379928589,-18.460657119750977,-16.79334259033203,-18.765206336975098,-10.482624053955078,-10.344311714172363
The author signed the,book,check,-13.487367630004883,-20.267065048217773,-13.653012752532959,-17.081870079040527,-13.574949741363525,-19.008390426635742,-8.32725715637207,-10.992105484008789
The goalkeeper held the,ball,child,-15.366155624389648,-23.79566192626953,-10.88340139389038,-17.912259101867676,-11.355245113372803,-18.468965530395508,-8.107698440551758,-9.225242614746094
The butcher cut the,meat,tree,-16.633644104003906,-18.87925910949707,-14.711365222930908,-15.598651885986328,-14.684803485870361,-15.075658321380615,-11.519857406616211,-10.558891296386719
The terrorist released the,hostage,book,-20.769451141357422,-17.579879760742188,-16.573535919189453,-15.694831371307373,-16.51112461090088,-15.82219409942627,-9.64932632446289,-8.499873161315918
The tailor sewed the,dress,wound,-16.79573631286621,-15.956283569335938,-15.845648765563965,-15.11903715133667,-15.925316333770752,-15.062458992004395,-10.465588569641113,-10.550258159637451
The musician played the,song,soccer,-16.18824577331543,-16.18824577331543,-15.146501064300537,-15.146501064300537,-15.23512887954712,-15.23512887954712,-9.150608539581299,-9.150608539581299
The pusher sold the,drug,chocolate,-18.79453468322754,-19.680973052978516,-17.572550773620605,-16.159775733947754,-17.95865535736084,-16.36320972442627,-13.575621604919434,-11.417267322540283
The student used the,computer,saw,-17.78605079650879,-17.086645126342773,-16.00521421432495,-16.980175018310547,-11.470579624176025,-15.266832828521729,-9.034691333770752,-10.704882144927979
The photographer captured the,image,thief,-16.874387741088867,-18.169418334960938,-14.897576332092285,-15.065154075622559,-15.981223583221436,-15.026955127716064,-9.569565296173096,-8.952271938323975
The monkey grabbed the,banana,board,-15.750609397888184,-16.67776870727539,-11.58481216430664,-12.924007415771484,-11.34060287475586,-12.937209606170654,-9.175384044647217,-8.270068645477295
The mother pushed the,stroller,can,-17.7590389251709,-22.394712448120117,-14.145181655883789,-18.516632080078125,-13.702297687530518,-17.781216144561768,-11.181068897247314,-11.99339246749878
The sergeant assigned the,mission,homework,-14.92613410949707,-18.902318954467773,-12.97268295288086,-15.716740608215332,-13.804769515991211,-17.497060775756836,-6.5870912075042725,-9.739081382751465
